request_id,effective_move_rate
5000000,1.0
5050000,1.0
5100000,1.0
5150000,1.0
5200000,1.0
5250000,1.0
5300000,1.0
5350000,1.0
5400000,0.8888888888888888
5450000,0.9
5500000,0.9
5550000,0.9
5600000,0.8
5650000,0.8
5700000,0.8
5750000,0.8
5800000,0.8
5850000,0.8
5900000,1.0
5950000,1.0
6000000,1.0
6050000,1.0
6100000,1.0
6250000,0.9
6300000,0.9
6350000,0.8
6400000,0.8
6450000,0.8
6500000,0.8
6550000,0.8
6600000,0.8
6650000,0.7
6700000,0.6
6750000,0.6
6800000,0.6
6850000,0.7
6900000,0.7
6950000,0.6
7000000,0.6
7050000,0.6
7100000,0.5
7150000,0.5
7200000,0.5
7250000,0.5
7300000,0.5
7350000,0.5
7400000,0.6
7450000,0.6
7500000,0.6
7550000,0.6
7600000,0.8
7650000,0.7
7700000,0.7
7750000,0.7
7800000,0.6
7850000,0.5
7900000,0.5
7950000,0.5
8000000,0.5
8050000,0.5
8100000,0.6
8150000,0.5
8200000,0.5
8250000,0.5
8300000,0.5
8350000,0.5
8400000,0.5
8450000,0.5
8500000,0.5
8550000,0.4
8600000,0.3
8650000,0.3
8700000,0.3
8750000,0.3
8800000,0.5
8850000,0.5
8900000,0.5
8950000,0.5
9000000,0.4
9050000,0.3
9100000,0.4
9150000,0.3
9200000,0.3
9250000,0.4
9300000,0.5
9350000,0.5
9400000,0.5
9450000,0.6
9500000,0.8
9550000,0.9
9600000,0.8
9650000,0.7
9700000,0.5
9750000,0.4
9800000,0.2
9850000,0.2
9900000,0.2
9950000,0.4
10000000,0.6
10050000,0.7
10100000,0.5
10150000,0.6
10200000,0.6
10250000,0.5
10300000,0.6
10350000,0.6
10400000,0.6
10450000,0.6
10500000,0.6
10550000,0.6
10600000,0.7
10650000,0.7
10700000,0.7
10750000,0.8
10800000,0.8
10850000,0.8
10900000,0.8
10950000,0.8
11000000,0.9
11050000,0.9
11100000,0.9
11150000,0.9
11200000,0.8
11250000,0.6
11300000,0.4
11350000,0.3
11400000,0.3
11450000,0.2
11500000,0.2
11550000,0.3
11600000,0.4
11650000,0.5
11700000,0.5
11750000,0.5
11800000,0.5
11850000,0.4
11900000,0.4
11950000,0.3
12000000,0.4
12050000,0.4
12100000,0.3
12150000,0.2
12200000,0.3
12250000,0.3
12300000,0.4
12350000,0.3
12400000,0.5
12450000,0.5
12500000,0.4
12550000,0.3
12600000,0.3
12650000,0.4
12700000,0.5
12750000,0.5
12800000,0.4
12850000,0.3
12900000,0.4
12950000,0.5
13000000,0.5
13050000,0.3
13100000,0.2
13150000,0.3
